return_id,order_item_id,reason,status,refunded_amount,created_at,updated_at
575,30666,damaged,refunded,1204.12,2025-03-19 07:08:02+00,2025-03-21 07:08:02+00
576,30695,late_delivery,refunded,54.74,2025-03-20 08:00:14+00,2025-03-22 08:00:14+00
577,30742,damaged,refunded,166.43,2025-03-20 22:58:39+00,2025-03-22 22:58:39+00
578,30781,buyer_remorse,refunded,1631.8,2025-03-21 05:34:17+00,2025-03-23 05:34:17+00
579,30844,late_delivery,refunded,1178.68,2025-03-21 01:52:24+00,2025-03-23 01:52:24+00
580,31020,buyer_remorse,refunded,758.75,2025-03-23 11:12:57+00,2025-03-25 11:12:57+00
581,31048,size_fit,refunded,908.87,2025-03-23 06:41:06+00,2025-03-25 06:41:06+00
582,31065,late_delivery,refunded,244.85,2025-03-24 18:56:49+00,2025-03-26 18:56:49+00
583,31127,size_fit,refunded,508.85,2025-03-24 02:45:22+00,2025-03-26 02:45:22+00
584,31136,damaged,refunded,174.97,2025-03-24 22:16:15+00,2025-03-26 22:16:15+00
585,31180,late_delivery,refunded,1587.28,2025-03-25 07:48:42+00,2025-03-27 07:48:42+00
586,31181,buyer_remorse,refunded,330.57,2025-03-25 02:27:27+00,2025-03-27 02:27:27+00
587,31314,late_delivery,refunded,296.01,2025-03-26 01:04:47+00,2025-03-28 01:04:47+00
588,31335,buyer_remorse,refunded,358.78,2025-03-27 14:33:49+00,2025-03-29 14:33:49+00
589,31361,buyer_remorse,refunded,168.99,2025-03-27 20:23:54+00,2025-03-29 20:23:54+00
590,31439,defective,refunded,439.44,2025-03-28 19:52:37+00,2025-03-30 19:52:37+00
591,31600,defective,refunded,164.37,2025-03-30 13:27:18+00,2025-04-01 13:27:18+00
592,31614,late_delivery,refunded,1460.06,2025-03-30 15:39:54+00,2025-04-01 15:39:54+00
593,31638,defective,refunded,661.14,2025-03-30 03:10:36+00,2025-04-01 03:10:36+00
594,31645,late_delivery,refunded,163.18,2025-03-30 12:33:22+00,2025-04-01 12:33:22+00
595,31817,damaged,refunded,436.9,2025-04-01 01:03:38+00,2025-04-03 01:03:38+00
596,31867,wrong_item,refunded,111.06,2025-04-01 00:51:17+00,2025-04-03 00:51:17+00
597,32004,late_delivery,refunded,128.06,2025-04-03 09:16:09+00,2025-04-05 09:16:09+00
598,32157,late_delivery,refunded,1101.84,2025-04-05 14:25:25+00,2025-04-07 14:25:25+00
599,32182,buyer_remorse,refunded,2971.56,2025-04-05 13:47:40+00,2025-04-07 13:47:40+00
600,32272,size_fit,refunded,274.03,2025-04-06 14:51:28+00,2025-04-08 14:51:28+00
601,32291,size_fit,refunded,1262.8,2025-04-07 01:50:37+00,2025-04-09 01:50:37+00
602,32318,defective,refunded,723.92,2025-04-07 22:22:50+00,2025-04-09 22:22:50+00
603,32365,wrong_item,refunded,592.16,2025-04-08 00:00:58+00,2025-04-10 00:00:58+00
604,32454,damaged,refunded,145.61,2025-04-08 10:07:35+00,2025-04-10 10:07:35+00
605,32472,wrong_item,refunded,413.58,2025-04-09 12:39:15+00,2025-04-11 12:39:15+00
606,32523,defective,refunded,108.34,2025-04-09 14:42:40+00,2025-04-11 14:42:40+00
607,32737,buyer_remorse,refunded,483.87,2025-04-12 15:36:35+00,2025-04-14 15:36:35+00
608,32775,size_fit,refunded,316.91,2025-04-12 00:27:30+00,2025-04-14 00:27:30+00
609,32808,damaged,refunded,52.26,2025-04-13 14:38:20+00,2025-04-15 14:38:20+00
610,32825,buyer_remorse,refunded,1531.86,2025-04-13 21:10:02+00,2025-04-15 21:10:02+00
611,32891,wrong_item,refunded,743.07,2025-04-14 04:15:03+00,2025-04-16 04:15:03+00
612,32954,damaged,refunded,50.11,2025-04-14 12:27:05+00,2025-04-16 12:27:05+00
613,32978,damaged,refunded,63.45,2025-04-15 12:54:04+00,2025-04-17 12:54:04+00
614,33031,damaged,refunded,1817.74,2025-04-15 03:13:12+00,2025-04-17 03:13:12+00
615,33122,wrong_item,refunded,160.91,2025-04-16 08:37:20+00,2025-04-18 08:37:20+00
616,33131,size_fit,refunded,1247.58,2025-04-16 07:43:56+00,2025-04-18 07:43:56+00
617,33134,late_delivery,refunded,1695.26,2025-04-16 19:50:01+00,2025-04-18 19:50:01+00
618,33247,defective,refunded,74.72,2025-04-18 14:46:04+00,2025-04-20 14:46:04+00
619,33339,wrong_item,refunded,1161.15,2025-04-19 14:15:19+00,2025-04-21 14:15:19+00
620,33464,damaged,refunded,257.15,2025-04-20 11:19:47+00,2025-04-22 11:19:47+00
621,33499,wrong_item,refunded,647.74,2025-04-21 22:33:24+00,2025-04-23 22:33:24+00
622,33560,defective,refunded,145.61,2025-04-21 22:25:18+00,2025-04-23 22:25:18+00
623,33614,defective,refunded,162.04,2025-04-22 03:49:22+00,2025-04-24 03:49:22+00
624,33679,damaged,refunded,309.09,2025-04-23 19:21:40+00,2025-04-25 19:21:40+00
625,33762,buyer_remorse,refunded,1490.47,2025-04-23 23:03:55+00,2025-04-25 23:03:55+00
626,33782,defective,refunded,249.24,2025-04-24 18:06:22+00,2025-04-26 18:06:22+00
627,33808,size_fit,refunded,249.44,2025-04-24 22:05:46+00,2025-04-26 22:05:46+00
628,33824,late_delivery,refunded,815.9,2025-04-24 01:50:08+00,2025-04-26 01:50:08+00
629,33844,buyer_remorse,refunded,206.62,2025-04-24 01:38:16+00,2025-04-26 01:38:16+00
630,33853,defective,refunded,166.01,2025-04-24 16:18:09+00,2025-04-26 16:18:09+00
631,33868,damaged,refunded,333.06,2025-04-24 06:17:10+00,2025-04-26 06:17:10+00
632,33884,damaged,refunded,162.04,2025-04-25 00:38:07+00,2025-04-27 00:38:07+00
633,33955,defective,refunded,49.32,2025-04-25 03:17:34+00,2025-04-27 03:17:34+00
634,33966,damaged,refunded,108.25,2025-04-26 07:53:18+00,2025-04-28 07:53:18+00
635,33982,damaged,refunded,331.59,2025-04-26 11:30:57+00,2025-04-28 11:30:57+00
636,34083,wrong_item,refunded,248.29,2025-04-27 20:28:58+00,2025-04-29 20:28:58+00
637,34186,size_fit,refunded,1985.49,2025-04-28 16:14:40+00,2025-04-30 16:14:40+00
638,34215,defective,refunded,915.81,2025-04-29 19:57:50+00,2025-05-01 19:57:50+00
639,34307,buyer_remorse,refunded,850.96,2025-04-30 03:17:35+00,2025-05-02 03:17:35+00
640,34343,wrong_item,refunded,124.34,2025-04-30 07:41:22+00,2025-05-02 07:41:22+00
641,34403,late_delivery,refunded,112.97,2025-05-01 06:48:02+00,2025-05-03 06:48:02+00
642,34436,damaged,refunded,252.34,2025-05-01 18:18:17+00,2025-05-03 18:18:17+00
643,34621,damaged,refunded,530.32,2025-05-03 22:58:14+00,2025-05-05 22:58:14+00
644,34656,late_delivery,refunded,1355.3,2025-05-04 14:53:01+00,2025-05-06 14:53:01+00
645,34663,size_fit,refunded,190.79,2025-05-04 09:58:01+00,2025-05-06 09:58:01+00
646,34665,defective,refunded,528.75,2025-05-04 01:27:19+00,2025-05-06 01:27:19+00
647,34701,buyer_remorse,refunded,15.03,2025-05-04 04:40:50+00,2025-05-06 04:40:50+00
648,34868,damaged,refunded,184.12,2025-05-06 01:31:06+00,2025-05-08 01:31:06+00
649,35040,defective,refunded,138.19,2025-05-08 18:18:55+00,2025-05-10 18:18:55+00
650,35134,defective,refunded,15.03,2025-05-09 03:43:48+00,2025-05-11 03:43:48+00
651,35188,wrong_item,refunded,295.82,2025-05-09 08:33:42+00,2025-05-11 08:33:42+00
652,35189,wrong_item,refunded,396.57,2025-05-09 00:33:56+00,2025-05-11 00:33:56+00
653,35210,damaged,refunded,268.93,2025-05-10 02:00:18+00,2025-05-12 02:00:18+00
654,35243,wrong_item,refunded,164.37,2025-05-10 23:12:51+00,2025-05-12 23:12:51+00
655,35296,buyer_remorse,refunded,272.29,2025-05-11 07:37:41+00,2025-05-13 07:37:41+00
656,35337,buyer_remorse,refunded,154.35,2025-05-11 10:11:00+00,2025-05-13 10:11:00+00
657,35432,defective,refunded,138.19,2025-05-12 02:50:06+00,2025-05-14 02:50:06+00
658,35488,buyer_remorse,refunded,117.4,2025-05-13 02:01:47+00,2025-05-15 02:01:47+00
659,35496,wrong_item,refunded,1044.57,2025-05-13 08:13:39+00,2025-05-15 08:13:39+00
660,35540,late_delivery,refunded,977.59,2025-05-13 18:33:48+00,2025-05-15 18:33:48+00
661,35711,wrong_item,refunded,32.04,2025-05-15 09:11:14+00,2025-05-17 09:11:14+00
662,35715,late_delivery,refunded,208.53,2025-05-15 19:49:12+00,2025-05-17 19:49:12+00
663,35792,size_fit,refunded,467.56,2025-05-16 00:11:04+00,2025-05-18 00:11:04+00
664,35889,defective,refunded,895.69,2025-05-17 03:40:54+00,2025-05-19 03:40:54+00
665,35968,buyer_remorse,refunded,481.08,2025-05-17 09:12:02+00,2025-05-19 09:12:02+00
666,35974,buyer_remorse,refunded,270.15,2025-05-17 08:21:45+00,2025-05-19 08:21:45+00
667,35996,damaged,refunded,273.1,2025-05-18 13:47:18+00,2025-05-20 13:47:18+00
668,36101,late_delivery,refunded,599.9,2025-05-19 03:19:08+00,2025-05-21 03:19:08+00
669,36107,defective,refunded,2245.6,2025-05-19 14:14:02+00,2025-05-21 14:14:02+00
670,36365,damaged,refunded,37.36,2025-05-21 00:00:35+00,2025-05-23 00:00:35+00
671,36537,size_fit,refunded,146.7,2025-05-23 17:51:03+00,2025-05-25 17:51:03+00
672,36579,late_delivery,refunded,311.29,2025-05-23 18:36:31+00,2025-05-25 18:36:31+00
673,36642,size_fit,refunded,121.12,2025-05-24 14:40:11+00,2025-05-26 14:40:11+00
674,36657,damaged,refunded,1698.07,2025-05-24 23:21:10+00,2025-05-26 23:21:10+00
675,36681,wrong_item,refunded,281.62,2025-05-25 08:56:28+00,2025-05-27 08:56:28+00
676,36704,buyer_remorse,refunded,142.39,2025-05-25 01:14:05+00,2025-05-27 01:14:05+00
677,36715,defective,refunded,158.9,2025-05-25 06:56:09+00,2025-05-27 06:56:09+00
678,36730,defective,refunded,162.76,2025-05-25 20:29:08+00,2025-05-27 20:29:08+00
679,36825,late_delivery,refunded,414.57,2025-05-26 22:33:53+00,2025-05-28 22:33:53+00
680,36844,late_delivery,refunded,1212.38,2025-05-26 14:56:58+00,2025-05-28 14:56:58+00
681,36865,defective,refunded,500.07,2025-05-27 21:41:58+00,2025-05-29 21:41:58+00
682,36942,buyer_remorse,refunded,240.1,2025-05-27 09:47:18+00,2025-05-29 09:47:18+00
683,36946,defective,refunded,838.42,2025-05-27 14:37:15+00,2025-05-29 14:37:15+00
684,36993,wrong_item,refunded,85.5,2025-05-28 13:21:10+00,2025-05-30 13:21:10+00
685,37002,defective,refunded,243.92,2025-05-28 02:39:15+00,2025-05-30 02:39:15+00
686,37028,wrong_item,refunded,174.97,2025-05-28 02:51:48+00,2025-05-30 02:51:48+00
687,37067,size_fit,refunded,905.88,2025-05-28 04:16:13+00,2025-05-30 04:16:13+00
688,37202,size_fit,refunded,26.33,2025-05-30 21:42:59+00,2025-06-01 21:42:59+00
689,37206,defective,refunded,213.22,2025-05-30 11:17:26+00,2025-06-01 11:17:26+00
690,37217,wrong_item,refunded,579.6,2025-05-30 10:08:38+00,2025-06-01 10:08:38+00
691,37223,buyer_remorse,refunded,1392.65,2025-05-30 20:20:54+00,2025-06-01 20:20:54+00
692,37242,defective,refunded,179.42,2025-05-30 09:27:37+00,2025-06-01 09:27:37+00
693,37601,buyer_remorse,refunded,52.26,2025-06-02 06:33:52+00,2025-06-04 06:33:52+00
694,37666,buyer_remorse,refunded,997.44,2025-06-03 22:11:48+00,2025-06-05 22:11:48+00
695,37684,defective,refunded,1639.57,2025-06-03 08:48:56+00,2025-06-05 08:48:56+00
696,37733,late_delivery,refunded,226.67,2025-06-04 10:20:10+00,2025-06-06 10:20:10+00
697,37736,damaged,refunded,80.78,2025-06-04 13:44:33+00,2025-06-06 13:44:33+00
698,37754,wrong_item,refunded,47.32,2025-06-04 19:51:28+00,2025-06-06 19:51:28+00
699,37780,late_delivery,refunded,246.14,2025-06-04 21:27:15+00,2025-06-06 21:27:15+00
700,37818,late_delivery,refunded,1731.93,2025-06-05 19:55:56+00,2025-06-07 19:55:56+00
701,37910,size_fit,refunded,666.77,2025-06-06 12:32:37+00,2025-06-08 12:32:37+00
702,37957,size_fit,refunded,41.73,2025-06-06 08:05:23+00,2025-06-08 08:05:23+00
703,37980,defective,refunded,158.47,2025-06-07 10:08:18+00,2025-06-09 10:08:18+00
704,37984,defective,refunded,63.45,2025-06-07 04:49:30+00,2025-06-09 04:49:30+00
705,38160,late_delivery,refunded,265.8,2025-06-08 09:52:40+00,2025-06-10 09:52:40+00
706,38182,wrong_item,refunded,281.62,2025-06-08 07:32:18+00,2025-06-10 07:32:18+00
707,38206,damaged,refunded,905.95,2025-06-09 02:06:53+00,2025-06-11 02:06:53+00
708,38356,damaged,refunded,1273.72,2025-06-10 06:21:58+00,2025-06-12 06:21:58+00
709,38370,size_fit,refunded,752.08,2025-06-10 16:30:42+00,2025-06-12 16:30:42+00
710,38470,defective,refunded,228.04,2025-06-11 08:51:01+00,2025-06-13 08:51:01+00
711,38567,late_delivery,refunded,174.75,2025-06-12 13:58:07+00,2025-06-14 13:58:07+00
712,38725,size_fit,refunded,272.29,2025-06-13 15:55:33+00,2025-06-15 15:55:33+00
713,38798,buyer_remorse,refunded,864.32,2025-06-14 11:33:34+00,2025-06-16 11:33:34+00
714,38878,size_fit,refunded,236.04,2025-06-15 20:13:54+00,2025-06-17 20:13:54+00
715,38958,damaged,refunded,140.07,2025-06-16 22:58:16+00,2025-06-18 22:58:16+00
716,38961,damaged,refunded,533.54,2025-06-16 11:46:05+00,2025-06-18 11:46:05+00
717,39068,size_fit,refunded,1011.27,2025-06-16 18:11:49+00,2025-06-18 18:11:49+00
718,39103,defective,refunded,1381.68,2025-06-17 05:00:08+00,2025-06-19 05:00:08+00
719,39121,damaged,refunded,857.18,2025-06-17 21:21:17+00,2025-06-19 21:21:17+00
720,39165,defective,refunded,158.47,2025-06-18 06:15:31+00,2025-06-20 06:15:31+00
721,39215,size_fit,refunded,10.66,2025-06-18 14:57:12+00,2025-06-20 14:57:12+00
722,39322,size_fit,refunded,100.37,2025-06-19 19:44:27+00,2025-06-21 19:44:27+00
723,39325,buyer_remorse,refunded,454.82,2025-06-19 10:35:53+00,2025-06-21 10:35:53+00
724,39356,size_fit,refunded,1490.47,2025-06-19 04:48:10+00,2025-06-21 04:48:10+00
725,39379,damaged,refunded,1101.84,2025-06-20 22:04:10+00,2025-06-22 22:04:10+00
726,39421,damaged,refunded,80.9,2025-06-20 03:15:52+00,2025-06-22 03:15:52+00
727,39451,damaged,refunded,905.88,2025-06-20 19:22:57+00,2025-06-22 19:22:57+00
728,39464,buyer_remorse,refunded,205.13,2025-06-20 06:14:28+00,2025-06-22 06:14:28+00
729,39494,late_delivery,refunded,89.02,2025-06-21 02:45:44+00,2025-06-23 02:45:44+00
730,39506,size_fit,refunded,73.08,2025-06-21 09:29:45+00,2025-06-23 09:29:45+00
731,39540,wrong_item,refunded,1381.68,2025-06-21 23:29:53+00,2025-06-23 23:29:53+00
732,39562,size_fit,refunded,224.34,2025-06-21 12:19:14+00,2025-06-23 12:19:14+00
733,39777,wrong_item,refunded,218.45,2025-06-23 05:59:35+00,2025-06-25 05:59:35+00
734,39799,late_delivery,refunded,257.11,2025-06-24 04:23:46+00,2025-06-26 04:23:46+00
735,39813,wrong_item,refunded,1002.66,2025-06-24 20:45:41+00,2025-06-26 20:45:41+00
736,39880,defective,refunded,472.08,2025-06-24 07:31:33+00,2025-06-26 07:31:33+00
737,39944,size_fit,refunded,119.1,2025-06-25 18:11:20+00,2025-06-27 18:11:20+00
738,39957,wrong_item,refunded,207.12,2025-06-25 12:42:04+00,2025-06-27 12:42:04+00
739,39959,buyer_remorse,refunded,3661.39,2025-06-25 10:13:20+00,2025-06-27 10:13:20+00
740,40050,wrong_item,refunded,237.18,2025-06-26 07:37:28+00,2025-06-28 07:37:28+00
741,40099,buyer_remorse,refunded,223.29,2025-06-26 03:21:20+00,2025-06-28 03:21:20+00
742,40139,defective,refunded,218.45,2025-06-26 07:12:47+00,2025-06-28 07:12:47+00
743,40177,damaged,refunded,1736.94,2025-06-27 20:50:26+00,2025-06-29 20:50:26+00
744,40247,size_fit,refunded,424.16,2025-06-27 18:26:23+00,2025-06-29 18:26:23+00
745,40294,damaged,refunded,178.65,2025-06-28 22:11:18+00,2025-06-30 22:11:18+00
746,40348,defective,refunded,305.23,2025-06-28 13:36:42+00,2025-06-30 13:36:42+00
747,40540,wrong_item,refunded,219.33,2025-06-30 05:06:38+00,2025-07-02 05:06:38+00
748,40585,defective,refunded,353.99,2025-06-30 23:19:53+00,2025-07-02 23:19:53+00
749,40660,defective,refunded,214.59,2025-07-01 16:24:40+00,2025-07-03 16:24:40+00
750,40686,defective,refunded,137.32,2025-07-01 18:35:25+00,2025-07-03 18:35:25+00
751,40694,size_fit,refunded,1626.36,2025-07-01 11:28:51+00,2025-07-03 11:28:51+00
752,40711,size_fit,refunded,422.52,2025-07-02 04:12:25+00,2025-07-04 04:12:25+00
753,40721,size_fit,refunded,1631.8,2025-07-02 20:13:21+00,2025-07-04 20:13:21+00
754,40780,wrong_item,refunded,746.64,2025-07-02 19:33:08+00,2025-07-04 19:33:08+00
755,40781,late_delivery,refunded,95.98,2025-07-02 01:56:40+00,2025-07-04 01:56:40+00
756,40830,size_fit,refunded,63.26,2025-07-03 15:17:02+00,2025-07-05 15:17:02+00
757,40911,size_fit,refunded,37.36,2025-07-04 09:00:03+00,2025-07-06 09:00:03+00
758,40919,damaged,refunded,1867.74,2025-07-04 07:06:14+00,2025-07-06 07:06:14+00
759,40992,late_delivery,refunded,322.81,2025-07-04 07:07:55+00,2025-07-06 07:07:55+00
760,41146,size_fit,refunded,494.6,2025-07-06 21:31:35+00,2025-07-08 21:31:35+00
761,41206,late_delivery,refunded,173.52,2025-07-06 01:17:49+00,2025-07-08 01:17:49+00
762,41235,damaged,refunded,53.58,2025-07-07 16:03:18+00,2025-07-09 16:03:18+00
763,41237,buyer_remorse,refunded,1488.69,2025-07-07 03:44:56+00,2025-07-09 03:44:56+00
764,41240,damaged,refunded,268.83,2025-07-07 18:02:38+00,2025-07-09 18:02:38+00
765,41350,wrong_item,refunded,212.08,2025-07-08 17:35:04+00,2025-07-10 17:35:04+00
766,41369,damaged,refunded,1228.24,2025-07-08 20:03:06+00,2025-07-10 20:03:06+00
767,41598,buyer_remorse,refunded,884.8,2025-07-10 07:20:52+00,2025-07-12 07:20:52+00
768,41917,damaged,refunded,10.66,2025-07-12 12:56:21+00,2025-07-14 12:56:21+00
769,41990,buyer_remorse,refunded,1425.54,2025-07-13 01:05:47+00,2025-07-15 01:05:47+00
770,42128,wrong_item,refunded,91.07,2025-07-15 04:46:19+00,2025-07-17 04:46:19+00
771,42131,size_fit,refunded,575.88,2025-07-15 19:27:45+00,2025-07-17 19:27:45+00
772,42148,buyer_remorse,refunded,1043.7,2025-07-15 14:08:34+00,2025-07-17 14:08:34+00
773,42171,defective,refunded,123.54,2025-07-15 01:01:06+00,2025-07-17 01:01:06+00
774,42243,size_fit,refunded,1806.87,2025-07-16 13:07:09+00,2025-07-18 13:07:09+00
775,42278,late_delivery,refunded,614.12,2025-07-16 22:33:12+00,2025-07-18 22:33:12+00
776,42363,defective,refunded,31.98,2025-07-17 14:11:15+00,2025-07-19 14:11:15+00
777,42395,late_delivery,refunded,252.34,2025-07-17 19:13:40+00,2025-07-19 19:13:40+00
778,42399,wrong_item,refunded,124.34,2025-07-17 10:48:34+00,2025-07-19 10:48:34+00
779,42450,defective,refunded,137.41,2025-07-18 04:52:13+00,2025-07-20 04:52:13+00
780,42463,defective,refunded,501.33,2025-07-18 03:36:13+00,2025-07-20 03:36:13+00
781,42519,defective,refunded,1714.36,2025-07-19 19:09:25+00,2025-07-21 19:09:25+00
782,42596,defective,refunded,2800.18,2025-07-19 04:11:15+00,2025-07-21 04:11:15+00
783,42622,damaged,refunded,278.44,2025-07-19 23:04:38+00,2025-07-21 23:04:38+00
784,42637,late_delivery,refunded,337.43,2025-07-20 07:14:25+00,2025-07-22 07:14:25+00
785,42820,size_fit,refunded,1531.86,2025-07-22 19:43:28+00,2025-07-24 19:43:28+00
786,42853,size_fit,refunded,140.68,2025-07-22 16:49:23+00,2025-07-24 16:49:23+00
787,43089,late_delivery,refunded,235.41,2025-07-24 01:56:07+00,2025-07-26 01:56:07+00
788,43118,damaged,refunded,594.16,2025-07-25 12:11:24+00,2025-07-27 12:11:24+00
789,43124,damaged,refunded,101.46,2025-07-25 03:16:57+00,2025-07-27 03:16:57+00
790,43174,late_delivery,refunded,145.35,2025-07-25 05:46:41+00,2025-07-27 05:46:41+00
791,43194,defective,refunded,708.12,2025-07-26 15:39:50+00,2025-07-28 15:39:50+00
792,43213,damaged,refunded,468.8,2025-07-26 12:43:26+00,2025-07-28 12:43:26+00
793,43306,buyer_remorse,refunded,1943.22,2025-07-27 12:19:27+00,2025-07-29 12:19:27+00
794,43557,size_fit,refunded,314.13,2025-07-29 12:18:02+00,2025-07-31 12:18:02+00
795,43630,defective,refunded,138.16,2025-07-30 00:00:45+00,2025-08-01 00:00:45+00
796,43707,buyer_remorse,refunded,42.51,2025-07-30 17:08:50+00,2025-08-01 17:08:50+00
797,43882,wrong_item,refunded,104.35,2025-08-01 15:06:12+00,2025-08-03 15:06:12+00
798,43931,defective,refunded,1460.06,2025-08-02 13:03:41+00,2025-08-04 13:03:41+00
799,43974,defective,refunded,243.92,2025-08-02 05:03:11+00,2025-08-04 05:03:11+00
800,44074,late_delivery,refunded,322.34,2025-08-03 13:23:40+00,2025-08-05 13:23:40+00
801,44094,buyer_remorse,refunded,138.19,2025-08-03 17:16:37+00,2025-08-05 17:16:37+00
802,44129,late_delivery,refunded,1490.47,2025-08-03 10:46:01+00,2025-08-05 10:46:01+00
803,44229,late_delivery,refunded,796.69,2025-08-04 17:23:16+00,2025-08-06 17:23:16+00
804,44233,late_delivery,refunded,265.92,2025-08-04 10:08:34+00,2025-08-06 10:08:34+00
805,44239,defective,refunded,121.92,2025-08-04 05:57:52+00,2025-08-06 05:57:52+00
806,44281,size_fit,refunded,212.08,2025-08-05 13:38:44+00,2025-08-07 13:38:44+00
807,44298,buyer_remorse,refunded,48.36,2025-08-05 17:38:02+00,2025-08-07 17:38:02+00
808,44344,buyer_remorse,refunded,442.06,2025-08-05 09:13:34+00,2025-08-07 09:13:34+00
809,44512,damaged,refunded,48.36,2025-08-07 09:08:51+00,2025-08-09 09:08:51+00
810,44534,late_delivery,refunded,10.64,2025-08-07 08:59:49+00,2025-08-09 08:59:49+00
811,44636,late_delivery,refunded,979.0,2025-08-08 06:09:49+00,2025-08-10 06:09:49+00
812,44786,damaged,refunded,100.45,2025-08-10 07:18:51+00,2025-08-12 07:18:51+00
813,44977,size_fit,refunded,1490.47,2025-08-12 03:33:12+00,2025-08-14 03:33:12+00
814,45001,wrong_item,refunded,204.87,2025-08-12 09:43:08+00,2025-08-14 09:43:08+00
815,45101,buyer_remorse,refunded,1368.16,2025-08-13 11:51:24+00,2025-08-15 11:51:24+00
816,45115,late_delivery,refunded,995.39,2025-08-14 00:25:13+00,2025-08-16 00:25:13+00
817,45141,late_delivery,refunded,313.9,2025-08-14 14:11:25+00,2025-08-16 14:11:25+00
818,45143,damaged,refunded,269.9,2025-08-14 07:46:09+00,2025-08-16 07:46:09+00
819,45170,size_fit,refunded,54.74,2025-08-14 12:30:50+00,2025-08-16 12:30:50+00
820,45201,defective,refunded,103.73,2025-08-15 04:47:06+00,2025-08-17 04:47:06+00
821,45241,buyer_remorse,refunded,431.53,2025-08-15 20:29:46+00,2025-08-17 20:29:46+00
822,45260,wrong_item,refunded,1958.0,2025-08-15 06:32:27+00,2025-08-17 06:32:27+00
823,45330,defective,refunded,614.12,2025-08-16 19:20:45+00,2025-08-18 19:20:45+00
824,45332,buyer_remorse,refunded,602.29,2025-08-16 01:55:49+00,2025-08-18 01:55:49+00
825,45390,size_fit,refunded,1700.62,2025-08-17 03:42:01+00,2025-08-19 03:42:01+00
826,45431,late_delivery,refunded,178.65,2025-08-17 04:11:07+00,2025-08-19 04:11:07+00
827,45520,damaged,refunded,311.65,2025-08-18 12:25:28+00,2025-08-20 12:25:28+00
828,45797,defective,refunded,1119.67,2025-08-21 03:52:36+00,2025-08-23 03:52:36+00
829,45985,damaged,refunded,350.82,2025-08-22 10:18:53+00,2025-08-24 10:18:53+00
830,46152,size_fit,refunded,775.65,2025-08-24 00:08:59+00,2025-08-26 00:08:59+00
831,46162,defective,refunded,50.11,2025-08-25 21:46:18+00,2025-08-27 21:46:18+00
832,46177,size_fit,refunded,545.86,2025-08-25 17:16:36+00,2025-08-27 17:16:36+00
833,46193,wrong_item,refunded,92.74,2025-08-25 13:49:38+00,2025-08-27 13:49:38+00
834,46327,wrong_item,refunded,2283.88,2025-08-26 20:15:38+00,2025-08-28 20:15:38+00
835,46466,buyer_remorse,refunded,776.05,2025-08-28 11:08:29+00,2025-08-30 11:08:29+00
836,46600,damaged,refunded,250.85,2025-08-29 10:53:48+00,2025-08-31 10:53:48+00
837,46679,wrong_item,refunded,1045.88,2025-08-30 09:58:48+00,2025-09-01 09:58:48+00
838,46689,damaged,refunded,476.04,2025-08-31 18:27:12+00,2025-09-02 18:27:12+00
839,46848,size_fit,refunded,760.95,2025-09-01 17:44:40+00,2025-09-03 17:44:40+00
840,46876,defective,refunded,195.02,2025-09-01 13:31:53+00,2025-09-03 13:31:53+00
841,46934,size_fit,refunded,49.32,2025-09-02 07:55:12+00,2025-09-04 07:55:12+00
842,46946,damaged,refunded,55.16,2025-09-02 06:01:13+00,2025-09-04 06:01:13+00
843,47017,wrong_item,refunded,2954.37,2025-09-03 08:17:59+00,2025-09-05 08:17:59+00
844,47022,size_fit,refunded,449.42,2025-09-03 12:09:44+00,2025-09-05 12:09:44+00
845,47051,defective,refunded,533.54,2025-09-03 06:52:50+00,2025-09-05 06:52:50+00
846,47094,damaged,refunded,110.32,2025-09-04 13:55:42+00,2025-09-06 13:55:42+00
847,47110,late_delivery,refunded,299.88,2025-09-04 10:58:15+00,2025-09-06 10:58:15+00
848,47180,defective,refunded,166.43,2025-09-05 01:29:41+00,2025-09-07 01:29:41+00
849,47198,defective,refunded,316.91,2025-09-05 13:58:46+00,2025-09-07 13:58:46+00
850,47219,buyer_remorse,refunded,129.15,2025-09-05 03:38:24+00,2025-09-07 03:38:24+00
851,47271,wrong_item,refunded,197.09,2025-09-06 16:21:30+00,2025-09-08 16:21:30+00
852,47377,late_delivery,refunded,252.3,2025-09-07 22:42:44+00,2025-09-09 22:42:44+00
853,47410,damaged,refunded,1396.36,2025-09-07 15:53:57+00,2025-09-09 15:53:57+00
854,47502,damaged,refunded,1185.43,2025-09-08 15:36:42+00,2025-09-10 15:36:42+00
855,47508,wrong_item,refunded,89.83,2025-09-09 00:08:40+00,2025-09-11 00:08:40+00
856,47548,size_fit,refunded,1302.08,2025-09-09 16:03:01+00,2025-09-11 16:03:01+00
857,47631,wrong_item,refunded,110.1,2025-09-10 09:31:14+00,2025-09-12 09:31:14+00
858,47740,size_fit,refunded,1496.25,2025-09-11 04:37:34+00,2025-09-13 04:37:34+00
859,47780,defective,refunded,917.03,2025-09-11 21:16:30+00,2025-09-13 21:16:30+00
860,47785,late_delivery,refunded,611.55,2025-09-11 13:40:45+00,2025-09-13 13:40:45+00
861,47805,defective,refunded,250.85,2025-09-11 00:02:02+00,2025-09-13 00:02:02+00
862,47897,late_delivery,refunded,1958.0,2025-09-13 22:27:29+00,2025-09-15 22:27:29+00
