review_id,product_id,customer_id,rating,title,comment,created_at,updated_at
5679,437,3308,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-19 08:30:32+00,2025-07-19 08:30:32+00
5680,455,1731,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-19 07:05:28+00,2025-07-19 07:05:28+00
5681,315,8626,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-19 13:50:39+00,2025-07-19 13:50:39+00
5682,341,4146,4,Very Good,"Good value for money, functions well.",2025-07-19 02:59:54+00,2025-07-19 02:59:54+00
5683,453,6484,4,Very Good,"Good value for money, functions well.",2025-07-19 03:28:20+00,2025-07-19 03:28:20+00
5684,151,1382,4,Very Good,"Good value for money, functions well.",2025-07-19 08:53:52+00,2025-07-19 08:53:52+00
5685,462,6078,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-19 10:22:34+00,2025-07-19 10:22:34+00
5686,134,2190,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-19 19:25:42+00,2025-07-19 19:25:42+00
5687,314,2742,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-19 00:01:28+00,2025-07-19 00:01:28+00
5688,286,7180,4,Very Good,"Good value for money, functions well.",2025-07-20 21:56:58+00,2025-07-20 21:56:58+00
5689,133,1665,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-20 19:07:33+00,2025-07-20 19:07:33+00
5690,154,9832,2,Disappointed,"Not as described, quality is subpar.",2025-07-20 17:14:17+00,2025-07-20 17:14:17+00
5691,398,5897,3,Average,Decent but has some minor issues.,2025-07-20 21:00:37+00,2025-07-20 21:00:37+00
5692,420,5682,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-20 13:09:28+00,2025-07-20 13:09:28+00
5693,409,9342,4,Very Good,"Good value for money, functions well.",2025-07-20 02:28:23+00,2025-07-20 02:28:23+00
5694,396,8075,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-20 23:42:15+00,2025-07-20 23:42:15+00
5695,339,7309,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-20 04:20:51+00,2025-07-20 04:20:51+00
5696,24,6322,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-20 16:09:18+00,2025-07-20 16:09:18+00
5697,322,9648,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-20 04:36:39+00,2025-07-20 04:36:39+00
5698,469,8437,4,Very Good,"Good value for money, functions well.",2025-07-20 05:20:52+00,2025-07-20 05:20:52+00
5699,466,4179,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-20 18:16:14+00,2025-07-20 18:16:14+00
5700,21,1205,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-21 11:59:08+00,2025-07-21 11:59:08+00
5701,40,3539,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-21 08:40:34+00,2025-07-21 08:40:34+00
5702,12,6209,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-21 10:17:24+00,2025-07-21 10:17:24+00
5703,39,5516,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-21 13:14:18+00,2025-07-21 13:14:18+00
5704,391,2491,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-21 06:38:18+00,2025-07-21 06:38:18+00
5705,393,1015,4,Very Good,"Good value for money, functions well.",2025-07-21 19:02:40+00,2025-07-21 19:02:40+00
5706,327,8531,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-21 16:49:23+00,2025-07-21 16:49:23+00
5707,390,691,4,Very Good,"Good value for money, functions well.",2025-07-21 23:30:57+00,2025-07-21 23:30:57+00
5708,15,6362,3,Average,Decent but has some minor issues.,2025-07-21 16:53:32+00,2025-07-21 16:53:32+00
5709,258,8765,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-21 06:47:14+00,2025-07-21 06:47:14+00
5710,103,8662,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-21 23:24:59+00,2025-07-21 23:24:59+00
5711,488,894,3,Average,Decent but has some minor issues.,2025-07-22 16:02:46+00,2025-07-22 16:02:46+00
5712,193,1158,3,Average,Decent but has some minor issues.,2025-07-22 04:48:31+00,2025-07-22 04:48:31+00
5713,253,6931,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-22 14:10:40+00,2025-07-22 14:10:40+00
5714,215,4850,4,Very Good,"Good value for money, functions well.",2025-07-22 10:12:07+00,2025-07-22 10:12:07+00
5715,190,924,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-22 08:58:38+00,2025-07-22 08:58:38+00
5716,167,10093,4,Very Good,"Good value for money, functions well.",2025-07-22 07:13:16+00,2025-07-22 07:13:16+00
5717,448,2609,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-22 14:42:10+00,2025-07-22 14:42:10+00
5718,190,6072,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-22 03:03:09+00,2025-07-22 03:03:09+00
5719,519,10109,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-22 15:47:48+00,2025-07-22 15:47:48+00
5720,233,8014,3,Average,Decent but has some minor issues.,2025-07-23 12:44:03+00,2025-07-23 12:44:03+00
5721,498,3540,4,Very Good,"Good value for money, functions well.",2025-07-23 02:57:18+00,2025-07-23 02:57:18+00
5722,492,6145,4,Very Good,"Good value for money, functions well.",2025-07-23 03:02:16+00,2025-07-23 03:02:16+00
5723,29,9505,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-23 21:04:36+00,2025-07-23 21:04:36+00
5724,44,8490,4,Very Good,"Good value for money, functions well.",2025-07-23 18:09:23+00,2025-07-23 18:09:23+00
5725,276,216,4,Very Good,"Good value for money, functions well.",2025-07-23 16:28:44+00,2025-07-23 16:28:44+00
5726,258,8999,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-23 02:20:01+00,2025-07-23 02:20:01+00
5727,434,10222,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-23 02:21:30+00,2025-07-23 02:21:30+00
5728,514,3925,4,Very Good,"Good value for money, functions well.",2025-07-23 11:48:06+00,2025-07-23 11:48:06+00
5729,290,4812,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-23 11:51:55+00,2025-07-23 11:51:55+00
5730,428,10180,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-23 08:12:34+00,2025-07-23 08:12:34+00
5731,32,4438,3,Average,Decent but has some minor issues.,2025-07-23 18:25:58+00,2025-07-23 18:25:58+00
5732,127,872,3,Average,Decent but has some minor issues.,2025-07-23 01:56:07+00,2025-07-23 01:56:07+00
5733,319,68,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-23 06:02:30+00,2025-07-23 06:02:30+00
5734,410,6426,4,Very Good,"Good value for money, functions well.",2025-07-23 10:56:10+00,2025-07-23 10:56:10+00
5735,299,7252,4,Very Good,"Good value for money, functions well.",2025-07-23 21:23:28+00,2025-07-23 21:23:28+00
5736,129,6669,4,Very Good,"Good value for money, functions well.",2025-07-24 12:11:24+00,2025-07-24 12:11:24+00
5737,167,5598,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-24 11:30:02+00,2025-07-24 11:30:02+00
5738,180,3900,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-24 04:29:32+00,2025-07-24 04:29:32+00
5739,33,7824,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-24 14:28:10+00,2025-07-24 14:28:10+00
5740,406,6864,4,Very Good,"Good value for money, functions well.",2025-07-24 14:42:14+00,2025-07-24 14:42:14+00
5741,99,4916,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-24 13:54:35+00,2025-07-24 13:54:35+00
5742,259,10455,4,Very Good,"Good value for money, functions well.",2025-07-24 05:00:07+00,2025-07-24 05:00:07+00
5743,307,7120,2,Disappointed,"Not as described, quality is subpar.",2025-07-24 22:32:58+00,2025-07-24 22:32:58+00
5744,344,10073,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-24 11:45:50+00,2025-07-24 11:45:50+00
5745,63,9686,4,Very Good,"Good value for money, functions well.",2025-07-24 01:21:30+00,2025-07-24 01:21:30+00
5746,138,7896,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-24 12:25:07+00,2025-07-24 12:25:07+00
5747,204,4275,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-24 23:44:47+00,2025-07-24 23:44:47+00
5748,280,4279,1,Awful product,"Stopped working after two days, avoid!",2025-07-24 08:01:18+00,2025-07-24 08:01:18+00
5749,488,6542,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-24 09:23:25+00,2025-07-24 09:23:25+00
5750,318,4305,4,Very Good,"Good value for money, functions well.",2025-07-24 06:09:38+00,2025-07-24 06:09:38+00
5751,51,6753,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-25 10:33:37+00,2025-07-25 10:33:37+00
5752,160,2815,3,Average,Decent but has some minor issues.,2025-07-25 04:15:05+00,2025-07-25 04:15:05+00
5753,174,3901,4,Very Good,"Good value for money, functions well.",2025-07-25 01:50:11+00,2025-07-25 01:50:11+00
5754,315,1811,4,Very Good,"Good value for money, functions well.",2025-07-25 01:26:49+00,2025-07-25 01:26:49+00
5755,393,2420,1,Awful product,"Stopped working after two days, avoid!",2025-07-25 16:08:00+00,2025-07-25 16:08:00+00
5756,227,5633,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-25 04:27:23+00,2025-07-25 04:27:23+00
5757,429,6756,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-25 20:55:47+00,2025-07-25 20:55:47+00
5758,495,10244,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-25 08:48:01+00,2025-07-25 08:48:01+00
5759,98,1818,2,Disappointed,"Not as described, quality is subpar.",2025-07-25 10:58:40+00,2025-07-25 10:58:40+00
5760,74,1550,4,Very Good,"Good value for money, functions well.",2025-07-25 20:25:55+00,2025-07-25 20:25:55+00
5761,115,1127,2,Disappointed,"Not as described, quality is subpar.",2025-07-25 16:11:40+00,2025-07-25 16:11:40+00
5762,117,6864,2,Disappointed,"Not as described, quality is subpar.",2025-07-25 17:42:04+00,2025-07-25 17:42:04+00
5763,322,3673,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-25 09:56:01+00,2025-07-25 09:56:01+00
5764,82,4261,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-25 11:07:34+00,2025-07-25 11:07:34+00
5765,459,8488,3,Average,Decent but has some minor issues.,2025-07-25 03:27:29+00,2025-07-25 03:27:29+00
5766,291,3962,4,Very Good,"Good value for money, functions well.",2025-07-25 00:49:38+00,2025-07-25 00:49:38+00
5767,70,9725,4,Very Good,"Good value for money, functions well.",2025-07-25 19:03:51+00,2025-07-25 19:03:51+00
5768,221,5194,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-26 12:19:27+00,2025-07-26 12:19:27+00
5769,512,1563,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-26 23:44:01+00,2025-07-26 23:44:01+00
5770,249,2292,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-26 02:23:32+00,2025-07-26 02:23:32+00
5771,175,1255,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-26 22:04:57+00,2025-07-26 22:04:57+00
5772,192,4347,4,Very Good,"Good value for money, functions well.",2025-07-26 06:08:44+00,2025-07-26 06:08:44+00
5773,372,10445,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-26 18:32:09+00,2025-07-26 18:32:09+00
5774,23,9210,4,Very Good,"Good value for money, functions well.",2025-07-26 00:02:08+00,2025-07-26 00:02:08+00
5775,91,2900,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-26 04:43:36+00,2025-07-26 04:43:36+00
5776,520,7768,3,Average,Decent but has some minor issues.,2025-07-26 04:03:37+00,2025-07-26 04:03:37+00
5777,141,9507,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-26 16:11:15+00,2025-07-26 16:11:15+00
5778,465,7793,4,Very Good,"Good value for money, functions well.",2025-07-26 17:28:46+00,2025-07-26 17:28:46+00
5779,191,4273,4,Very Good,"Good value for money, functions well.",2025-07-26 23:28:48+00,2025-07-26 23:28:48+00
5780,192,7370,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-26 20:00:33+00,2025-07-26 20:00:33+00
5781,261,10007,4,Very Good,"Good value for money, functions well.",2025-07-27 12:52:38+00,2025-07-27 12:52:38+00
5782,227,1140,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-27 14:16:13+00,2025-07-27 14:16:13+00
5783,444,5729,4,Very Good,"Good value for money, functions well.",2025-07-27 17:29:24+00,2025-07-27 17:29:24+00
5784,387,7960,4,Very Good,"Good value for money, functions well.",2025-07-27 19:35:17+00,2025-07-27 19:35:17+00
5785,367,2642,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-27 21:46:31+00,2025-07-27 21:46:31+00
5786,452,6325,3,Average,Decent but has some minor issues.,2025-07-27 21:31:39+00,2025-07-27 21:31:39+00
5787,201,7336,2,Disappointed,"Not as described, quality is subpar.",2025-07-27 00:00:53+00,2025-07-27 00:00:53+00
5788,270,8475,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-27 22:04:21+00,2025-07-27 22:04:21+00
5789,2,9816,1,Awful product,"Stopped working after two days, avoid!",2025-07-27 21:55:59+00,2025-07-27 21:55:59+00
5790,371,10247,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-27 11:41:55+00,2025-07-27 11:41:55+00
5791,491,6591,1,Awful product,"Stopped working after two days, avoid!",2025-07-27 16:09:04+00,2025-07-27 16:09:04+00
5792,110,7333,4,Very Good,"Good value for money, functions well.",2025-07-27 13:08:11+00,2025-07-27 13:08:11+00
5793,163,6221,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-27 08:17:50+00,2025-07-27 08:17:50+00
5794,76,1129,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-27 20:29:34+00,2025-07-27 20:29:34+00
5795,260,9482,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-27 06:38:36+00,2025-07-27 06:38:36+00
5796,415,9714,4,Very Good,"Good value for money, functions well.",2025-07-27 14:07:36+00,2025-07-27 14:07:36+00
5797,152,3504,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-27 21:14:56+00,2025-07-27 21:14:56+00
5798,182,4438,4,Very Good,"Good value for money, functions well.",2025-07-28 14:24:25+00,2025-07-28 14:24:25+00
5799,458,4237,1,Awful product,"Stopped working after two days, avoid!",2025-07-28 06:46:26+00,2025-07-28 06:46:26+00
5800,364,9004,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 02:12:19+00,2025-07-28 02:12:19+00
5801,72,1317,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 13:47:54+00,2025-07-28 13:47:54+00
5802,78,1090,4,Very Good,"Good value for money, functions well.",2025-07-28 13:48:14+00,2025-07-28 13:48:14+00
5803,281,7599,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 11:12:19+00,2025-07-28 11:12:19+00
5804,255,10292,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 21:14:49+00,2025-07-28 21:14:49+00
5805,52,8290,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 12:18:02+00,2025-07-28 12:18:02+00
5806,375,1613,4,Very Good,"Good value for money, functions well.",2025-07-28 07:48:15+00,2025-07-28 07:48:15+00
5807,433,2927,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 00:06:53+00,2025-07-28 00:06:53+00
5808,377,6574,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 07:09:54+00,2025-07-28 07:09:54+00
5809,344,7971,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 17:32:50+00,2025-07-28 17:32:50+00
5810,195,2706,1,Awful product,"Stopped working after two days, avoid!",2025-07-28 09:28:45+00,2025-07-28 09:28:45+00
5811,398,6330,4,Very Good,"Good value for money, functions well.",2025-07-28 16:39:31+00,2025-07-28 16:39:31+00
5812,203,810,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 21:11:28+00,2025-07-28 21:11:28+00
5813,285,2349,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 09:51:57+00,2025-07-28 09:51:57+00
5814,140,6723,2,Disappointed,"Not as described, quality is subpar.",2025-07-28 15:25:05+00,2025-07-28 15:25:05+00
5815,115,4236,2,Disappointed,"Not as described, quality is subpar.",2025-07-28 14:51:41+00,2025-07-28 14:51:41+00
5816,133,2201,2,Disappointed,"Not as described, quality is subpar.",2025-07-28 19:56:36+00,2025-07-28 19:56:36+00
5817,230,190,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 07:31:58+00,2025-07-28 07:31:58+00
5818,501,8531,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-28 21:00:44+00,2025-07-28 21:00:44+00
5819,438,8433,4,Very Good,"Good value for money, functions well.",2025-07-29 21:08:08+00,2025-07-29 21:08:08+00
5820,145,9263,2,Disappointed,"Not as described, quality is subpar.",2025-07-29 07:15:11+00,2025-07-29 07:15:11+00
5821,102,10000,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-29 14:19:38+00,2025-07-29 14:19:38+00
5822,15,4179,3,Average,Decent but has some minor issues.,2025-07-29 20:13:22+00,2025-07-29 20:13:22+00
5823,402,5981,2,Disappointed,"Not as described, quality is subpar.",2025-07-29 09:10:05+00,2025-07-29 09:10:05+00
5824,281,8980,4,Very Good,"Good value for money, functions well.",2025-07-29 12:52:37+00,2025-07-29 12:52:37+00
5825,125,1593,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-29 08:56:55+00,2025-07-29 08:56:55+00
5826,401,1265,4,Very Good,"Good value for money, functions well.",2025-07-29 04:48:41+00,2025-07-29 04:48:41+00
5827,89,2104,4,Very Good,"Good value for money, functions well.",2025-07-29 18:57:20+00,2025-07-29 18:57:20+00
5828,173,1755,3,Average,Decent but has some minor issues.,2025-07-29 19:42:02+00,2025-07-29 19:42:02+00
5829,498,8406,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-29 19:26:29+00,2025-07-29 19:26:29+00
5830,31,3479,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-29 10:17:00+00,2025-07-29 10:17:00+00
5831,80,6190,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-29 03:42:10+00,2025-07-29 03:42:10+00
5832,247,1830,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-29 08:35:00+00,2025-07-29 08:35:00+00
5833,120,5834,3,Average,Decent but has some minor issues.,2025-07-29 23:42:56+00,2025-07-29 23:42:56+00
5834,237,6586,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-29 20:46:25+00,2025-07-29 20:46:25+00
5835,316,7850,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-29 22:31:25+00,2025-07-29 22:31:25+00
5836,122,2669,3,Average,Decent but has some minor issues.,2025-07-30 05:36:07+00,2025-07-30 05:36:07+00
5837,196,9952,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-30 09:47:00+00,2025-07-30 09:47:00+00
5838,147,6181,3,Average,Decent but has some minor issues.,2025-07-30 11:30:18+00,2025-07-30 11:30:18+00
5839,278,332,4,Very Good,"Good value for money, functions well.",2025-07-30 12:37:36+00,2025-07-30 12:37:36+00
5840,310,7737,1,Awful product,"Stopped working after two days, avoid!",2025-07-30 20:13:32+00,2025-07-30 20:13:32+00
5841,88,1422,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-30 19:18:58+00,2025-07-30 19:18:58+00
5842,520,2706,4,Very Good,"Good value for money, functions well.",2025-07-30 21:10:10+00,2025-07-30 21:10:10+00
5843,177,4470,4,Very Good,"Good value for money, functions well.",2025-07-30 21:12:21+00,2025-07-30 21:12:21+00
5844,130,1557,2,Disappointed,"Not as described, quality is subpar.",2025-07-30 15:21:43+00,2025-07-30 15:21:43+00
5845,413,5071,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-30 08:56:06+00,2025-07-30 08:56:06+00
5846,168,10106,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-30 09:58:26+00,2025-07-30 09:58:26+00
5847,389,9816,4,Very Good,"Good value for money, functions well.",2025-07-30 18:37:52+00,2025-07-30 18:37:52+00
5848,372,1842,2,Disappointed,"Not as described, quality is subpar.",2025-07-30 09:28:05+00,2025-07-30 09:28:05+00
5849,10,7793,4,Very Good,"Good value for money, functions well.",2025-07-30 01:23:10+00,2025-07-30 01:23:10+00
5850,515,3664,4,Very Good,"Good value for money, functions well.",2025-07-30 20:45:57+00,2025-07-30 20:45:57+00
5851,266,6460,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-31 06:11:34+00,2025-07-31 06:11:34+00
5852,471,9193,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-31 00:47:30+00,2025-07-31 00:47:30+00
5853,511,8477,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-31 23:33:57+00,2025-07-31 23:33:57+00
5854,141,8167,4,Very Good,"Good value for money, functions well.",2025-07-31 00:27:00+00,2025-07-31 00:27:00+00
5855,8,4300,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-31 02:09:41+00,2025-07-31 02:09:41+00
5856,401,9202,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-31 02:37:07+00,2025-07-31 02:37:07+00
5857,255,2682,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-31 16:33:06+00,2025-07-31 16:33:06+00
5858,109,10374,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-31 04:45:02+00,2025-07-31 04:45:02+00
5859,87,5841,2,Disappointed,"Not as described, quality is subpar.",2025-07-31 09:06:21+00,2025-07-31 09:06:21+00
5860,72,1698,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-07-31 01:32:19+00,2025-07-31 01:32:19+00
5861,447,5160,3,Average,Decent but has some minor issues.,2025-08-01 13:03:41+00,2025-08-01 13:03:41+00
5862,314,9393,4,Very Good,"Good value for money, functions well.",2025-08-01 07:30:28+00,2025-08-01 07:30:28+00
5863,289,3856,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-01 05:39:11+00,2025-08-01 05:39:11+00
5864,358,8308,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-01 23:57:55+00,2025-08-01 23:57:55+00
5865,115,2909,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-01 13:32:51+00,2025-08-01 13:32:51+00
5866,141,8872,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-01 16:02:18+00,2025-08-01 16:02:18+00
5867,395,5786,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-01 18:57:39+00,2025-08-01 18:57:39+00
5868,187,2823,4,Very Good,"Good value for money, functions well.",2025-08-01 05:03:11+00,2025-08-01 05:03:11+00
5869,371,699,1,Awful product,"Stopped working after two days, avoid!",2025-08-01 00:04:42+00,2025-08-01 00:04:42+00
5870,214,1860,4,Very Good,"Good value for money, functions well.",2025-08-01 10:23:18+00,2025-08-01 10:23:18+00
5871,445,2853,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-01 23:18:09+00,2025-08-01 23:18:09+00
5872,463,3783,4,Very Good,"Good value for money, functions well.",2025-08-01 14:00:13+00,2025-08-01 14:00:13+00
5873,261,190,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-01 11:48:25+00,2025-08-01 11:48:25+00
5874,74,9811,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-01 22:28:57+00,2025-08-01 22:28:57+00
5875,67,6181,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-02 16:44:29+00,2025-08-02 16:44:29+00
5876,412,270,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-02 11:31:15+00,2025-08-02 11:31:15+00
5877,225,7604,4,Very Good,"Good value for money, functions well.",2025-08-02 15:13:10+00,2025-08-02 15:13:10+00
5878,428,7917,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-02 09:50:36+00,2025-08-02 09:50:36+00
5879,386,9027,4,Very Good,"Good value for money, functions well.",2025-08-02 19:58:06+00,2025-08-02 19:58:06+00
5880,446,10362,4,Very Good,"Good value for money, functions well.",2025-08-02 00:53:41+00,2025-08-02 00:53:41+00
5881,64,855,3,Average,Decent but has some minor issues.,2025-08-02 11:56:39+00,2025-08-02 11:56:39+00
5882,191,9760,4,Very Good,"Good value for money, functions well.",2025-08-02 19:07:52+00,2025-08-02 19:07:52+00
5883,377,4843,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-02 15:08:59+00,2025-08-02 15:08:59+00
5884,383,9437,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-02 11:43:53+00,2025-08-02 11:43:53+00
5885,314,6721,4,Very Good,"Good value for money, functions well.",2025-08-02 23:12:28+00,2025-08-02 23:12:28+00
5886,64,3421,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-02 03:55:32+00,2025-08-02 03:55:32+00
5887,354,6214,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-02 23:17:59+00,2025-08-02 23:17:59+00
5888,350,8333,4,Very Good,"Good value for money, functions well.",2025-08-02 17:00:08+00,2025-08-02 17:00:08+00
5889,33,7004,4,Very Good,"Good value for money, functions well.",2025-08-03 04:49:12+00,2025-08-03 04:49:12+00
5890,497,7184,4,Very Good,"Good value for money, functions well.",2025-08-03 23:57:38+00,2025-08-03 23:57:38+00
5891,424,6390,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-03 07:50:22+00,2025-08-03 07:50:22+00
5892,152,763,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-03 18:16:02+00,2025-08-03 18:16:02+00
5893,222,2742,4,Very Good,"Good value for money, functions well.",2025-08-03 17:52:29+00,2025-08-03 17:52:29+00
5894,451,1570,4,Very Good,"Good value for money, functions well.",2025-08-03 17:30:22+00,2025-08-03 17:30:22+00
5895,21,1661,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-03 02:20:06+00,2025-08-03 02:20:06+00
5896,460,6301,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-03 03:04:37+00,2025-08-03 03:04:37+00
5897,482,5496,4,Very Good,"Good value for money, functions well.",2025-08-03 01:47:59+00,2025-08-03 01:47:59+00
5898,322,6367,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-03 01:03:14+00,2025-08-03 01:03:14+00
5899,81,6206,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-03 03:04:06+00,2025-08-03 03:04:06+00
5900,282,1752,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-03 23:10:10+00,2025-08-03 23:10:10+00
5901,214,9497,4,Very Good,"Good value for money, functions well.",2025-08-03 02:37:27+00,2025-08-03 02:37:27+00
5902,497,712,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-03 03:32:58+00,2025-08-03 03:32:58+00
5903,99,2521,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-04 17:46:36+00,2025-08-04 17:46:36+00
5904,101,9247,4,Very Good,"Good value for money, functions well.",2025-08-04 09:10:26+00,2025-08-04 09:10:26+00
5905,460,6479,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-04 18:46:35+00,2025-08-04 18:46:35+00
5906,102,3558,3,Average,Decent but has some minor issues.,2025-08-04 00:47:14+00,2025-08-04 00:47:14+00
5907,54,5778,5,Excellent!,"Exceeded my expectations, highly recommended!",2025-08-04 17:38:02+00,2025-08-04 17:38:02+00
5908,502,4916,4,Very Good,"Good value for money, functions well.",2025-08-04 13:44:55+00,2025-08-04 13:44:55+00
